episodes,timesteps,collision,success,success_rate
883,105301,False,True,0.95
884,105447,False,True,0.95
885,105599,False,True,0.95
886,105843,True,False,0.9333333333333333
887,105981,False,True,0.9333333333333333
888,106140,False,True,0.9333333333333333
889,106259,False,True,0.9333333333333333
890,106394,False,True,0.9333333333333333
891,106575,False,True,0.9333333333333333
892,106726,False,True,0.9333333333333333
893,106778,True,False,0.9166666666666666
894,106946,False,True,0.9166666666666666
895,107055,False,True,0.9166666666666666
896,107107,True,False,0.9
897,107246,False,True,0.9
898,107355,False,True,0.9
899,107493,False,True,0.9
901,107630,False,True,0.9
902,107768,False,True,0.9166666666666666
903,107916,False,True,0.9333333333333333
904,108032,False,True,0.9333333333333333
905,108172,False,True,0.9333333333333333
906,108226,True,False,0.9166666666666666
907,108330,False,True,0.9166666666666666
908,108464,False,True,0.9166666666666666
909,108634,False,True,0.9166666666666666
910,108785,False,True,0.9166666666666666
911,108924,False,True,0.9166666666666666
912,109070,False,True,0.9166666666666666
913,109174,False,True,0.9166666666666666
914,109313,False,True,0.9166666666666666
915,109397,True,False,0.9
916,109513,False,True,0.9
917,109651,False,True,0.9
918,109805,False,True,0.9
919,109906,False,True,0.9
920,110044,False,True,0.9
921,110221,False,True,0.9
922,110330,False,True,0.9166666666666666
923,110464,False,True,0.9166666666666666
924,110633,False,True,0.9166666666666666
925,110737,False,True,0.9166666666666666
926,110908,False,True,0.9166666666666666
927,111074,False,True,0.9166666666666666
928,111092,True,False,0.9
929,111227,False,True,0.9
930,111374,False,True,0.9
931,111468,False,True,0.9
932,111606,False,True,0.9
934,111776,False,True,0.9
935,111828,True,False,0.8833333333333333
936,111975,False,True,0.8833333333333333
937,112094,False,True,0.8833333333333333
938,112146,True,False,0.8666666666666667
939,112297,False,True,0.8666666666666667
940,112352,True,False,0.85
941,112490,False,True,0.85
942,112649,False,True,0.85
943,112783,False,True,0.85
944,112934,False,True,0.85
945,113081,False,True,0.85
946,113261,False,True,0.85
947,113400,False,True,0.85
948,113557,False,True,0.8666666666666667
949,114356,False,False,0.85
950,114502,False,True,0.85
951,114676,False,True,0.85
952,114796,False,True,0.85
953,114934,False,True,0.85
954,115099,False,True,0.85
955,115297,False,True,0.8666666666666667
956,115435,False,True,0.8666666666666667
957,115599,False,True,0.8666666666666667
958,115718,False,True,0.8833333333333333
959,115770,True,False,0.8666666666666667
960,115940,False,True,0.8666666666666667
961,116075,False,True,0.8666666666666667
962,116240,False,True,0.8666666666666667
963,116309,True,False,0.85
964,116425,False,True,0.85
965,116563,False,True,0.85
966,116710,False,True,0.85
967,116819,False,True,0.8666666666666667
968,116957,False,True,0.8666666666666667
969,117118,False,True,0.8666666666666667
970,117227,False,True,0.8666666666666667
971,117365,False,True,0.8666666666666667
972,117540,False,True,0.8666666666666667
973,117675,False,True,0.8666666666666667
974,117822,False,True,0.8666666666666667
975,117832,True,False,0.85
976,117966,False,True,0.8666666666666667
977,118108,False,True,0.8666666666666667
978,118277,False,True,0.8666666666666667
979,118396,False,True,0.8666666666666667
980,118543,False,True,0.8666666666666667
981,118723,False,True,0.8666666666666667
982,118750,True,False,0.85
983,118896,False,True,0.85
984,119066,False,True,0.85
985,119107,True,False,0.8333333333333334
986,119245,False,True,0.8333333333333334
987,119302,True,False,0.8166666666666667
988,119421,False,True,0.8166666666666667
989,119560,False,True,0.8333333333333334
990,119714,False,True,0.8333333333333334
991,119864,False,True,0.8333333333333334
992,119915,True,False,0.8166666666666667
993,120084,False,True,0.8166666666666667
994,120188,False,True,0.8166666666666667
995,120326,False,True,0.8333333333333334
997,120481,False,True,0.8333333333333334
998,120619,False,True,0.8333333333333334
999,120779,False,True,0.85
1000,120882,True,False,0.8333333333333334
